         0,  3, 25, 12, 12,  0,  0, 12, 12, 12, 12,  0,  0, 12, 12,  0, 12,  0,
         0,  0,  1, 25,  3,  0,  3,  7,  7,  3,  1,  3,  0,  3,  3,  0, 25,  3,
         0,  3,  1,  0,  7,  3,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,
         0,  0,  0,  0,  0,  0,  0,  0,  0,  3,  0,  0, 25,  0,  3, 14,  0,  0,
         0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
         0,  0,  0,  0,  3,  0,  0,  0, 25,  3,  0,  0,  0,  0,  0,  0,  0,  0,
         0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 25,
         0,  0,  0,  0, 25,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
         0,  0,  0,  0,  0,  0,  0,  0, 25,  0,  0,  0,  1,  0,  0,  0,  0,  0,
        25,  0,  0,  0,  0,  0,  0,  0,  0,  0, 11,  1, 11, 14,  0,  3,  0,  0,
         0,  0,  3,  1,  0,  0,  0,  0,  0,  0,  3,  0,  3,  1, 25,  1,  1,  0,
         1,  0,  0,  0,  0,  0,  0,  1,  4,  0,  3,  0,  0,  4,  1,  3, 14,  0,
         0,  0,  0,  0,  0,  0,  0,  0,  0,  1, 25,  1,  0,  1,  4,  0,  0,  1,
         0,  0,  1,  0,  0,  0,  0,  3,  0,  0,  0,  0,  0,  0,  0,  3,  0,  0,
         0,  0,  3, 14,  0,  0, 25,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,
         0,  0,  0,  0,  0,  3,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
         0,  0, 25,  0,  0,  0,  0, 25,  0,  0,  0,  0,  0,  3,  0,  3, 14,  0,
         3, 14,  0,  0,  0,  0,  0,  0,  3,  0,  3, 14,  0,  0,  3,  0, 25,  0,
         0,  0,  0,  0,  0,  0, 14,  0, 11,  0, 11, 14,  0,  3, 14,  0,  0,  0,
         0,  0,  0, 11,  0,  0, 14,  0,  0, 11,  0,  0, 25,  0,  0,  0, 11,  0,
         0, 11, 12, 12,  0, 11, 11, 12, 12, 14,  0,  0,  0,  3,  0,  0, 12,  0,
         0, 14,  0,  0, 12, 11,  0, 12, 25,  0,  0,  0,  0,  0,  0,  0,  0,  0,
         0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
         0,  0,  0,  0, 25,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  3, 14,
         0,  0,  0,  3,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
        25,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
         0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 25,  0,  0,  0,
         0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
         0,  0,  0,  0,  0,  0,  0,  0,  0, 25, 25,  0,  0,  0,  3,  0,  3, 14,
         0,  3, 14,  0,  0,  0,  3,  0,  0,  3,  0,  3, 14,  0,  0,  3,  0,  0,
         0,  0,  0,  0,  0,  0, 25], device='cuda:0')
--labels--
tensor([25,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
	     0, 25,  3,  0,  3,  0,  0,  3,  0,  0,  0,  0,  0,  0,  0,  3,  0,  0,  0,  0,  0,  3,  0,  1,  0,  0,  0,  0,  0,  0,
	     0,  0,  0, 25,  0,  0,  0,  0,  0,  0,  0,  0,  0,  3,  0,  0,  0,  0,  3,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
         0,  0,  0,  0,  0, 12, 25, 12,  0,  0, 12,  0,  0,  0,  0, 12,  0,  0,
        12,  0, 12,  0,  0,  0, 12,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
         0,  0, 25,  0,  0,  0,  0,  0,  0,  0,  3,  0,  0,  0,  0,  3,  0,  0,
         0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 25,  0,
         0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
         0,  0, 11, 11, 11,  0,  0,  0,  3,  0,  3,  0, 25,  3,  0,  0,  0,  0,
         0,  0,  0,  3,  0,  0,  0,  0,  0,  3,  0,  4,  0,  0,  0,  0,  0,  0,
         0,  0,  0,  0,  0,  0,  0,  0, 25,  0,  0,  0,  0,  3,  0,  0,  0,  0,
         3,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
         0,  0,  0,  0, 25,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
         0,  0,  0,  0,  0, 11, 11, 11,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
        25,  9,  0,  3,  0,  0,  0,  0,  3,  0,  0,  0,  0,  0,  0,  0,  0,  0,
         0,  0,  0,  0,  4,  0,  0,  0,  0,  4,  0,  0,  4,  0, 25,  1,  3,  0,
         0,  0,  0,  3,  4,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  4,
         0,  0,  0,  0,  4,  0,  0,  4,  0,  0, 25,  3,  0,  0,  0,  0,  3,  4,
         0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
         0,  0,  0,  0,  0,  0, 25,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
         0,  0,  0,  0,  0,  0,  0, 12, 12,  0,  0,  0, 12, 12,  0, 12, 11,  0,
         0,  3, 25, 12,  0,  0,  3, 12,  0, 12,  0,  0, 12,  0,  0,  0,  0,  0,
         0,  0,  1,  7,  3,  0,  3,  1,  7,  3,  1,  0,  0,  0,  3,  0, 25,  3,
         2,  3,  1,  0,  0,  3,  0,  7,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
         0,  0,  0,  0,  0,  0,  0,  0,  0,  3,  0,  0, 25,  0,  3,  0,  0,  0,
         0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
         0,  0,  0,  0,  3,  0,  0,  0, 25,  3,  0,  0,  0,  0,  0,  0,  0,  0,
         0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
         0,  0,  0,  0, 25,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
         0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
        25,  0,  0,  0,  0,  0,  0,  0,  0, 11, 11, 11,  0,  0,  0,  0,  0,  0,
         0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 25,  1,  0,  0,
         0,  0,  0,  0,  0,  0,  0,  0, 11,  1,  3,  0,  3, 11,  1,  3, 11,  0,
         0,  0,  0,  0,  0,  3,  0,  0, 11,  0, 25,  3,  0,  1,  0,  0,  0,  0,
         0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  3,  0,  0,
         0,  0,  3,  0,  0,  0, 25,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
         3,  0,  3,  0,  0,  3,  0,  0,  0,  0,  0,  0,  0,  3,  0,  0,  0,  0,
         0,  3, 25,  0,  0,  0,  0,  0,  0,  0,  0, 14,  0,  3,  0,  3, 14,  0,
         3, 14,  0,  0,  0,  0,  0,  0,  3,  0,  0, 14,  0,  0,  3,  0, 25,  0,
         0,  0,  1,  0,  0,  1,  0,  0, 11,  0, 11,  0,  0, 11,  0,  0,  0,  0,
         0,  0,  0, 11,  0,  0,  0,  0,  0, 11,  0,  9, 25,  0,  0, 11,  0,  0,
         0, 11, 12, 12,  0, 12, 11, 12, 12, 11,  0,  0,  0,  0,  0,  0, 12,  0,
         0, 11,  0,  0, 12,  0,  0, 12, 25,  0,  0,  0,  0,  0,  0,  0,  0,  0,
         0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
         0,  0,  0,  0, 25,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
         0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
        25,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
         0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 25,  0,  0,  0,
         0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
         0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 25,  0,  0,  0,  0,  0,  0,  0,
         0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
         0,  0,  0,  0,  0,  0, 25], device='cuda:0')
